Run,Env,MHET_Abundance
ERR5766673,bog,3.495040285
ERR5761597,bog,3.397050023
SRR1157614,bog,3.12208979
ERR5762226,bog,3.036742565
ERR5756921,bog,3.017002184
ERR5757922,bog,2.938616296
ERR9963793,bog,2.517293348
ERR5749943,bog,2.492634073
SRR1157615,bog,2.444123491
ERR9963794,bog,2.40633984
ERR4298338,bog,2.285191956
ERR5758133,bog,2.278561721
SRR5271169,bog,1.97660524
ERR9963795,bog,1.930288969
ERR5749942,bog,1.825341667
SRR23247659,bog,1.775116575
SRR23247659,bog,1.775116575
ERR5762206,bog,1.749672519
ERR5750978,bog,1.676030815
SRR5208283,bog,1.608840491
SRR5271166,bog,1.594317208
SRR5271168,bog,1.502119047
SRR23247698,bog,1.50067586
ERR5762205,bog,1.452343694
ERR5750921,bog,1.442973362
SRR5440535,bog,1.410835214
ERR5757773,bog,1.395604877
SRR11668386,bog,1.38598401
ERR5749939,bog,1.365747064
SRR23247734,bog,1.312768033
ERR5762199,bog,1.284550753
SRR5271157,bog,1.236508666
SRR5271156,bog,1.223180425
SRR5271163,bog,1.180503229
SRR6505091,bog,1.120490215
SRR5271154,bog,1.109287593
ERR5762203,bog,1.102670914
ERR5762228,bog,1.098592207
SRR5271165,bog,1.093588683
SRR5271170,bog,1.086924655
SRR5271167,bog,1.080332476
SRR1157609,bog,1.049472637
ERR5757926,bog,0.912419357
SRR5271155,bog,0.892357738
SRR5440534,bog,0.882796781
ERR5766914,bog,0.877620673
SRR5208337,bog,0.87684151
SRR5208282,bog,0.832730265
SRR11070432,bog,0.812938303
SRR5277367,bog,0.802218257
SRR23247661,bog,0.802129356
SRR10968283,bog,0.798613781
ERR5762230,bog,0.798580302
ERR5762236,bog,0.790004336
SRR5440531,bog,0.686534028
SRR11668419,bog,0.641108055
ERR5762204,bog,0.627926543
SRR23247761,bog,0.614255531
SRR10873268,bog,0.601963673
SRR6490520,bog,0.584919757
ERR5762212,bog,0.577766242
SRR23247724,bog,0.569912228
ERR5758132,bog,0.491072568
SRR10968282,bog,0.490646361
SRR23247739,bog,0.487435726
SRR23247763,bog,0.476997457
SRR23247755,bog,0.431034483
SRR23247754,bog,0.427880141
SRR10968150,bog,0.421137166
SRR23247759,bog,0.415186317
SRR9711196,bog,0.400036666
ERR5757923,bog,0.375317279
SRR23247733,bog,0.363205522
SRR11668400,bog,0.357960492
SRR23247667,bog,0.35743245
SRR23247732,bog,0.350281922
SRR23247728,bog,0.348784067
SRR23247695,bog,0.345102733
SRR23247791,bog,0.330877337
SRR23247738,bog,0.327979495
SRR23247684,bog,0.311620049
SRR10873265,bog,0.284987183
SRR6960546,bog,0.284750835
SRR23247701,bog,0.281297909
SRR23247663,bog,0.278657729
SRR10873274,bog,0.278611853
SRR23247764,bog,0.267121524
SRR23247705,bog,0.263111257
SRR23247737,bog,0.223245849
SRR9711195,bog,0.222660073
SRR23247726,bog,0.221735414
SRR13557795,bog,0.206609223
SRR5440533,bog,0.201983107
SRR23247703,bog,0.198917887
SRR13557793,bog,0.190670179
SRR23247765,bog,0.184751308
SRR6491179,bog,0.17149717
SRR10873211,bog,0.128263596
SRR13557791,bog,0.069953257
SRR10873275,bog,0.055551379
