	reference	I	II	III	IV	V	VI	VII	VIII	IX	X	XI	XII	XIII	MHET_I	MHET_II
SRR14517505	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.273320287018916	0.0
SRR21860282	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5925665170582887	0.0	0.0	0.0	2.1588061457730428	0.0
SRR21860284	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6097420289389841	0.0
SRR6050641	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.4337231968811	0.0	0.0	0.0	0.0	0.0
SRR4142282	1000.0	0.0	3.742265367371892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.599921086121075	0.0	0.0	0.20943928334439282	2.041806346716765	0.0
SRR5166355	1000.0	0.0	1.4572254972467045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.854190944135558	0.0	0.0	0.4485522233712512	1.4097355591667893	0.0
SRR8543783	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6987544	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8543661	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR4140275	1000.0	0.07423822714681441	23.628105797488644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.767415974389559	0.0	0.0	0.1763157894736842	3.3413757527956847	0.0
SRR21860272	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05209726308282072	0.0	0.0	0.0	0.8198547417543811	0.0
SRR8543785	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8321812596006146	0.0
SRR7974393	1000.0	0.0	2.5930356623233863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.608365846177989	0.0	0.0	0.0	8.214649191447098	0.0
SRR8543699	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.7830212875096	0.0
SRR8543791	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6988748	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.560310449468549	0.0
SRR8543693	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR15809225	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR10127271	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.251214134660161	0.0	0.0	0.0	1.9447507445055878	0.0
SRR10917426	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.903573468424841	0.0	0.0	0.0	0.0	0.0
SRR6056328	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21860270	1000.0	0.0	0.2555784423379608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06992910158413648	0.0	0.0	0.0	2.8265136350009072	0.0
SRR8543662	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR10127267	1000.0	0.0	0.7551710642374397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0652494296731472	0.0	0.0	0.0	0.06641459806016768	0.0
SRR8543517	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR4142430	1000.0	0.05016642749537041	11.708895107802697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.387159677101055	0.0	0.0	0.059572632650752355	0.476764408626334	0.0
SRR8543665	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8543779	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR10143174	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9637367199331098	0.0	0.0	0.0	0.1444052335452941	0.0
SRR6056327	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6987261	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR14517503	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.621951219512194	0.0
SRR6056321	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8543653	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6987778	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0703194321206742	0.0
SRR10916863	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR4179834	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR14517506	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8543709	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6038961038961035	0.0
SRR6988716	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.397217235188509	0.0
SRR21860268	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3813266202025707	0.0	0.0	0.0	2.308252837458669	0.0
SRR8543663	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8543666	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8543780	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6402301726294715	0.0
SRR6987276	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6987548	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16818303049762	0.0
SRR6987780	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8543692	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.83928571428571	0.0
SRR6942518	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8543701	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.416666666666664	0.0
SRR8543712	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21860278	1000.0	0.0364456959130895	0.14060268474085286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05770568519572503	0.0	0.0	0.0	2.2010597067512263	0.0
SRR14517500	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6942514	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6617805478608805	0.0	0.0	0.0	0.0	0.0
SRR10143175	1000.0	0.0	0.7553782934493595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2657312925170068	0.0
SRR14517508	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11108970	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6056323	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.57471264367816	0.0	0.0	0.0	21.674876847290637	0.0
SRR6056322	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.368421052631575	0.0	0.0	0.0	78.57142857142856	0.0
SRR14517504	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1202307009760426	0.0
SRR6987777	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1246416054198622	0.0
SRR4140276	1000.0	0.082938303911685	8.71483701000954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.913362406679564	0.0	0.0	0.3576714356191415	4.251563154368358	0.0
SRR10917428	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
